"","x"
"3105",3
"197",1
"6444",3
"3308",2
"35",1
"4584",1
"161",3
"5770",2
"2046",2
"5724",2
"705",3
"4252",3
"5702",3
"2280",3
"6420",3
"6550",2
"347",1
"1265",2
"7166",3
"1911",3
"2638",3
"6459",1
"7251",3
"400",3
"651",1
"3789",3
"7685",3
"2464",3
"5869",3
"3144",3
"5233",2
"5374",3
"6850",3
"6073",3
"569",2
"2771",3
"3377",3
"2827",3
"3971",3
"2930",3
"4261",2
"6354",3
"3754",2
"7476",2
"4650",2
"5986",3
"8034",3
"3722",3
"4553",3
"8175",1
"5465",1
"5566",3
"7693",1
"4622",1
"914",3
"4391",1
"285",1
"480",1
"2703",1
"363",3
"154",2
"6625",3
"2819",2
"8114",1
"7620",3
"6870",3
"3203",3
"3574",1
"6507",2
"1081",3
"4910",3
"1046",2
"6770",3
"5451",1
"4014",3
"4653",3
"4079",3
"1573",3
"5551",2
"3457",1
"858",3
"4811",3
"3799",3
"7917",1
"7798",1
"3284",2
"4271",3
"2315",3
"4340",1
"1971",2
"5148",3
"7488",3
"4321",3
"312",3
"7203",3
"2028",2
"2727",3
"2135",2
"7877",3
"6358",3
"4401",3
"7218",3
"6500",1
"6361",2
"3036",3
"6573",3
"3510",1
"6233",3
"5407",3
"635",3
"5543",2
"4011",3
"6302",2
"2266",3
"6817",3
"932",3
"7415",3
"369",3
"8111",2
"3315",3
"7183",1
"516",2
"6027",1
"3549",3
"4592",3
"5238",1
"7433",3
"2355",3
"5328",2
"1485",1
"7661",3
"2275",3
"6562",3
"150",3
"6280",3
"7073",3
"6489",3
"6007",3
"4198",2
"5014",3
"1330",3
"6984",3
"6765",2
"6516",1
"6101",2
"4395",3
"5097",1
"624",3
"2310",1
"602",1
"6264",3
"582",2
"454",3
"48",3
"3530",3
"6836",2
"1418",2
"7085",3
"5211",3
"2257",3
"1815",2
"4578",1
"4312",1
"3140",3
"3938",3
"2461",3
"3843",1
"6315",3
"888",3
"4869",3
"701",3
"3350",3
"4615",1
"8047",1
"3268",3
"132",2
"1859",1
"1498",2
"5639",3
"2865",3
"253",3
"4675",3
"2216",3
"6328",3
"5454",2
"1745",2
"972",3
"7905",3
"4165",1
"4673",3
"7392",3
"6674",3
"1394",3
"4309",3
"6253",1
"4640",1
"3785",3
"4829",3
"5924",3
"1924",1
"3847",2
"7532",1
"5115",1
"2395",2
"3840",3
"5562",3
"2333",1
"1797",1
"3236",3
"7638",3
"7839",1
"1344",1
"1670",3
"7094",1
"4568",2
"1362",2
"1319",1
"5901",1
"7297",2
"2008",2
"5167",1
"4334",2
"4628",3
"852",3
"2869",3
"1037",2
"2945",2
"5929",3
"4023",3
"1870",3
"7472",3
"2075",2
"6913",2
"724",3
"1516",3
"5310",3
"6088",3
"2694",1
"4563",2
"7228",1
"6518",2
"7365",3
"5149",3
"5519",2
"4908",3
"1664",3
"6485",1
"7381",2
"2184",3
"6907",1
"7311",3
"4449",3
"5662",3
"8125",1
"917",3
"4348",3
"5496",1
"7812",2
"3933",3
"2134",3
"5104",3
"4730",1
"3733",2
"4960",1
"7182",1
"4510",2
"6187",3
"7373",3
"1178",3
"5195",3
"3543",3
"2292",3
"4897",3
"6532",1
"4036",1
"1692",3
"6571",3
"7758",2
"105",3
"1634",2
"2967",1
"6320",1
"658",3
"3034",3
"1050",1
"488",3
"7611",3
"323",3
"5084",1
"1569",3
"1234",3
"6607",2
"1881",1
"1635",3
"4077",3
"1060",3
"3889",2
"2991",3
"5584",1
"3404",3
"2842",2
"6001",3
"2445",3
"5046",2
"6650",3
"5227",3
"1438",2
"2524",3
"3297",2
"644",3
"4144",1
"6795",1
"6534",3
"4882",1
"3018",2
"427",1
"7416",3
"1618",3
"5803",2
"3048",3
"3960",2
"4977",1
"7773",2
"3798",1
"5043",3
"3370",3
"6355",3
"1029",1
"419",3
"1478",1
"2994",3
"3098",3
"4207",3
"583",1
"2091",1
"2929",3
"829",1
"6812",2
"1867",3
"1341",3
"1747",3
"2322",3
"3270",3
"3898",3
"6170",2
"6846",1
"3520",3
"7400",3
"5665",1
"6805",3
"7519",3
"6557",1
"5749",3
"906",3
"3507",2
"3152",2
"1886",3
"4917",2
"5362",3
"3324",3
"4688",3
"636",3
"6937",3
"2052",1
"1373",2
"1118",3
"2007",3
"2768",1
"3621",2
"5421",2
"3147",3
"7965",3
"6180",1
"5480",2
"2259",2
"1126",1
"7518",3
"3950",2
"8117",2
"8081",1
"1997",1
"1592",1
"7945",3
"1623",1
"4030",3
"7863",1
"2714",1
"622",3
"6352",3
"3836",1
"4233",3
"311",2
"2072",3
"2299",3
"1799",2
"4997",3
"3817",2
"6057",1
"5657",1
"6049",1
"6519",3
"5245",3
"4500",1
"3567",3
"5860",1
"3542",3
"1136",1
"5932",3
"4482",1
"3509",2
"6032",2
"3713",3
"1020",3
"7189",3
"1110",3
"1999",2
"7549",2
"2394",1
"4178",3
"5872",2
"5259",1
"4851",3
"7985",2
"2347",1
"1645",2
"3177",2
"6173",3
"4040",1
"2304",3
"2478",3
"5199",3
"1446",3
"4406",3
"2860",3
"5027",3
"1271",2
"7888",3
"2501",3
"7729",1
"4658",3
"1274",3
"7036",3
"7596",3
"6596",3
"890",3
"3112",1
"2673",1
"1086",3
"7508",2
"3115",3
"4686",2
"5204",1
"4903",3
"531",3
"2628",3
"6780",3
"570",2
"3114",3
"227",2
"3861",3
"4244",1
"1284",2
"5229",1
"7603",3
"331",3
"1068",3
"7396",3
"773",2
"1218",3
"2178",3
"1471",2
"128",3
"2459",3
"1866",3
"4878",3
"4279",2
"2828",3
"7414",1
"3757",1
"549",3
"6983",3
"5728",3
"6552",3
"2239",3
"4982",3
"4517",3
"383",3
"5768",1
"8123",3
"1452",1
"2098",3
"3354",3
"1729",3
"7322",3
"2103",2
"8115",3
"6720",2
"7795",3
"4171",3
"2477",3
"7329",3
"2493",3
"6994",1
"6107",2
"156",3
"4388",1
"1183",3
"2245",3
"7100",2
"4061",2
"6006",3
"5073",1
"3360",2
"7747",1
"2336",3
"5721",3
"2332",3
"6806",3
"7910",3
"5367",3
"2639",3
"42",3
"5507",1
"662",2
"6461",1
"891",3
"4350",1
"1968",1
"292",3
"5011",3
"5915",1
"4847",2
"3868",1
"652",3
"4022",1
"5896",3
"6351",3
"2754",3
"2041",1
"4514",1
"2700",3
"343",3
"4759",3
"7875",1
"357",3
"6365",3
"5816",3
"453",1
"2474",2
"902",2
"3504",1
"5530",1
"3634",3
"3545",3
"770",1
"5016",1
"5317",2
"4182",3
"8176",1
"2963",3
"6652",3
"3137",1
"4627",3
"898",3
"3307",2
"6234",1
"3414",3
"512",3
"3238",3
"514",1
"7525",2
"6686",3
"987",2
"845",3
"5951",3
"7503",3
"5535",3
"6822",3
"2489",3
"93",3
"257",2
"6348",2
"3878",3
"4317",3
"2446",3
"5945",2
"6332",1
"40",1
"7057",3
"5165",1
"2143",1
"3741",1
"2510",3
"2002",3
"6935",2
"7101",2
"4147",3
"3550",3
"4335",3
"6723",1
"4254",3
"4009",2
"6263",3
"7422",3
"1777",2
"1773",1
"7707",3
"4682",3
"2642",1
"3299",3
"5503",3
"6789",3
"642",3
"6192",1
"4359",3
"5658",1
"3086",1
"4304",1
"7699",1
"1962",3
"7248",2
"1001",3
"5275",3
"4585",3
"7873",1
"7440",3
"2976",1
"7254",2
"6165",3
"3890",3
"8054",3
"7243",3
"4542",3
"788",2
"3623",1
"27",3
"3791",3
"416",3
"4934",3
"907",3
"1976",3
"2435",3
"1309",3
"1411",3
"1836",3
"2843",3
"1121",3
"3664",2
"7404",1
"4761",2
"6097",3
"4103",3
"7215",3
"5651",3
"3759",2
"6512",2
"126",1
"7099",1
"3235",3
"876",2
"6038",2
"7282",3
"3391",3
"6477",1
"2966",3
"1039",3
"3191",3
"6292",2
"4782",3
"825",3
"6832",3
"5209",2
"94",3
"2342",1
"5738",3
"6996",3
"4491",3
"842",3
"5336",3
"2585",3
"7582",1
"2957",1
"5058",1
"4655",3
"1597",3
"4867",3
"2975",2
"3946",3
"1353",1
"2495",1
"6955",3
"2272",3
"7546",3
"7091",1
"2425",3
"196",3
"5579",2
"1837",3
"2247",3
"84",3
"7397",1
"1356",3
"328",1
"3624",3
"7581",3
"2456",3
"5079",3
"2438",3
"528",1
"2609",1
"967",3
"212",3
"1811",2
"7858",3
"1742",2
"4820",2
"7390",3
"5617",1
"7915",2
"8138",2
"6406",1
"6255",3
"7676",3
"6928",3
"4939",3
"3190",3
"1622",2
"6586",3
"3926",3
"5895",3
"6529",3
"7781",3
"7625",3
"3829",1
"8058",3
"4756",1
"4239",3
"6301",3
"2702",3
"3534",1
"563",3
"8050",3
"6508",2
"507",3
"611",3
"2978",3
"4076",3
"3895",3
"3379",3
"5834",3
"3585",3
"5643",3
"2951",3
"3160",3
"7172",2
"3931",3
"2417",1
"2533",3
"3501",2
"2799",3
"2367",1
"4082",1
"1697",2
"4874",3
"3495",3
"5380",1
"103",3
"2317",2
"1580",2
"3626",3
"2499",3
"3734",3
"1805",1
"2867",3
"4318",3
"3064",3
"5950",3
"8080",3
"4702",1
"8132",1
"7030",1
"6733",3
"6750",2
"4516",3
"853",3
"1467",3
"8148",3
"7249",3
"6041",3
"5835",3
"2593",3
"5424",2
"6503",1
"4015",1
"6373",3
"700",3
"1719",3
"3891",2
"6213",3
"5456",3
"4199",3
"2024",1
"6473",2
"3208",3
"4734",2
"2458",3
"1942",3
"5930",3
"659",3
"7836",1
"601",1
"6205",3
"7708",1
"6589",2
"2261",2
"4935",3
"5554",3
"3438",3
"4120",3
"5925",3
"7553",3
"7688",3
"3185",3
"4507",2
"844",3
"4976",2
"2650",1
"4842",3
"1513",1
"4589",3
"927",3
"5843",3
"3194",3
"6545",3
"5498",3
"1946",3
"1119",1
"2301",3
"2460",3
"482",3
"6141",3
"7986",1
"4649",3
"3294",3
"1371",1
"2037",2
"5128",1
"3161",3
"3176",3
"6947",2
"2540",2
"1248",3
"7158",2
"4489",1
"6539",3
"4937",3
"5297",3
"6021",2
"3551",3
"7302",3
"3130",2
"62",1
"4573",3
"3662",3
"4063",3
"5580",1
"2584",2
"5918",3
"7792",3
"5623",1
"5784",3
"3439",3
"7360",3
"2724",1
"3047",3
"2956",2
"1762",2
"1412",2
"2806",3
"3807",3
"1554",3
"2246",1
"5247",3
"380",3
"1451",2
"4456",3
"8190",3
"2927",2
"6548",3
"2475",3
"671",3
"4060",3
"4715",2
"3415",2
"7820",1
"5571",1
"5369",3
"3220",3
"6656",3
"5384",2
"8083",2
"7948",1
"501",3
"5136",3
"6669",3
"3951",3
"3973",3
"4439",3
"3075",1
"6623",3
"6860",3
"5846",3
"4544",3
"744",3
"2320",3
"5269",2
"5719",2
"2795",2
"5715",2
"2553",1
"6308",3
"6657",1
"620",3
"175",3
"2125",1
"2736",3
"2090",3
"2167",2
"1270",1
"3408",3
"1464",3
"3305",3
"1111",2
"930",3
"3107",3
"1329",1
"5521",1
"3429",3
"36",3
"3820",2
"6366",2
"1390",2
"3569",3
"2035",3
"4767",3
"4051",1
"4926",1
"1608",3
"7361",2
"2847",2
"2974",3
"4876",1
"2541",2
"2735",3
"7528",2
"3386",2
"7523",3
"1010",3
"5765",3
"5523",3
"4229",2
"4043",1
"7515",1
"1582",3
"392",3
"7656",3
"3720",3
"7167",3
"1519",3
"5064",2
"7597",2
"1763",3
"6582",3
"6729",3
"3876",1
"742",3
"7778",2
"4306",2
"4721",3
"7559",3
"8136",3
"1823",1
"6026",3
"3645",3
"2984",3
"3399",2
"557",3
"4737",3
"547",3
"7987",3
"1312",3
"1358",3
"2454",1
"8196",3
"1405",1
"2191",1
"5071",3
"2228",3
"431",3
"7723",3
"2131",3
"155",3
"6798",3
"667",3
"5158",2
"1932",2
"165",3
"30",3
"4109",3
"5669",3
"1960",3
"6826",3
"1351",1
"2113",3
"4835",3
"2848",2
"6209",2
"5628",3
"3581",3
"669",3
"4339",1
"2733",3
"7981",3
"6106",2
"8169",3
"5277",3
"3794",1
"5737",1
"4124",3
"7019",3
"7748",2
"280",3
"2440",3
"5008",3
"3224",3
"308",3
"6831",3
"4797",3
"5717",3
"2111",3
"4164",3
"2166",2
"7029",3
"6872",3
"38",3
"6606",3
"417",3
"6374",2
"5005",3
"7379",1
"4139",3
"7043",3
"6455",3
"3094",3
"926",1
"1755",3
"4528",1
"5253",3
"186",3
"403",3
"1211",3
"2469",3
